local_image_path,label,ocr_text,ocr_avg_confidence,ocr_num_blocks
../data/images/motherboard_0.jpg,0,BGsdM | PRD-VDH | Hadi | B5SC | msi | m5i,0.24209112187827161,6
../data/images/motherboard_1.jpg,0,8850 Grming plus | 8501,0.45590782370895633,2
../data/images/motherboard_2.jpg,0,5 | 1 | 2 | 1 | BzG0M | ds3h @DRk | GIGABYTE | IE) | UUTA,0.29943182214970615,9
../data/images/motherboard_3.jpg,0,64MB | R24@7 FOR | BlOS | 7ii: (F | 0aG | bosihaWk | WifI | 850 | Kamlde,0.438131144019158,9
../data/images/motherboard_4.jpg,0,PRIME | BSSOM-A | II | 3 | 4,0.4564148962660296,5
../data/images/motherboard_5.jpg,0,0040 GaminNG PLUS | WIF | 8401,0.33033547835123606,3
../data/images/motherboard_6.jpg,0,WIQE GaMing pLus | EQ? | '870E,0.26948975024316973,3
../data/images/motherboard_7.jpg,0,"] | 135 | TufghaG | besoe = | WIFI | 1650F | ~PLUS """,0.2359769146202735,7
../data/images/motherboard_8.jpg,0,GIGABYTE | Q | BSSOM K | LTua Dui | 8 | 'BSSL,0.551057430935851,6
../data/images/motherboard_9.jpg,0,IIIS[ | PRO H6IOM-E DDRA,0.399374747622664,2
../data/images/motherboard_10.jpg,0,6E | CICNTATA | 7on | GENS | 7ii(C) | WSbGaMiNG PLus | 850=,0.37137070957969154,7
../data/images/motherboard_11.jpg,0,] | LS | 1 | TuF GaLtG  Vonsere hd | 9 | BeSO-plus WIFL | Ven | 1850,0.23834481813950972,8
../data/images/motherboard_12.jpg,0,L | 15U5 | PrIME | 1 | 2790-p WIFL | 1 | 1 | HDMi Wifid',0.336257170488559,8
../data/images/motherboard_13.jpg,0,ELS | PRIME | B650-PLUS WIFT | L | Hoii Wifct,0.36656146417003577,5
../data/images/motherboard_14.jpg,0,8760 gaMing PLus WifI | Is,0.26747069231933973,2
../data/images/motherboard_15.jpg,0,GIGABYTE |  | 1 | 4 | 6 | 1 | HGIDM S2H V3 DDRG | QUELcLL,0.2940188056807605,8
../data/images/motherboard_16.jpg,0,IISI | Aipc | PRO B850-P WIFI | '850,0.6046944859573247,4
../data/images/motherboard_17.jpg,0,3 | ASzOM K VZ | Ma Dumald  | 5 | 'A52o | GIGABYTE | SK EL,0.26769494120543164,7
../data/images/motherboard_18.jpg,0,GENS | Zin; | IIISI | PRO B95O $ WIFIGE | 850:,0.46433719815379726,5
../data/images/motherboard_19.jpg,0,GIGABYTE | 1 | 6 | [ | BESD | GAMING MOTHERBDARD | EAGLE | 1650 | 8 | 1 | Deuetalh,0.4603956239840239,11
../data/images/motherboard_20.jpg,0,3I | 8 | 3 | BZG0M | 03hP @DRG | GIGABYTE,0.39983361916532495,6
../data/images/motherboard_21.jpg,0,"FS | PrIME | L | B8SOM-A WIFI | 18 | MoIheaBoRd | IDmi Wifiqr"" | 850",0.35827693785027176,8
../data/images/motherboard_22.jpg,0,CENZ | TUFGAMING | MEU U | 0950: | J PLS 5,0.3873945032888954,5
../data/images/motherboard_23.jpg,0,Rog StrIX | 0550-| GaNiNG | FL5 | B550,0.1553610250793045,4
../data/images/motherboard_24.jpg,0,a8 | qn | 1 | 85s0 Aorus | ELITEV2_ | B5SO | 1 | SAORUS | cadtit,0.3528652854973179,9
../data/images/motherboard_25.jpg,0,6E | 12( ; | 05o0 GaMinG pLus | GENS,0.5493459756394009,4
../data/images/motherboard_26.jpg,0,15LSS | PrIME | B760-PLUS 0L | U | Homl,0.3960330700902067,5
../data/images/motherboard_27.jpg,0,004626 | grMiNG PLUS | 840,0.44394042013163765,3
